TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%
1402475764161;1;1;ssb;10.0;1;ALL#SCHEDULERS;12970000;10441000;0;0;0;0;12970000;100.0;1.007
1402475764161;1;1;ssb;10.0;1;ALL#worker#0;178134468000;170739974000;0;0;10;42000000;178176468000;99.976;98.981
1402475764161;1;1;ssb;10.0;1;All#PausedThread;27955000;16856000;4;0;10;5198000000;5225955000;0.535;1.015
1402475764161;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#CUSTOMER;329000;190000;0;0;0;0;329000;100.0;1.0
1402475764161;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#DATE;349000;151000;0;0;0;0;349000;100.0;1.0
1402475764161;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#LINEORDER;9636000;8265000;0;0;0;0;9636000;100.0;1.005
1402475764161;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#PART;104000;55000;0;0;0;0;104000;99.999;1.0
1402475764161;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#SUPPLIER;101000;53000;0;0;0;0;101000;99.999;1.0
1402475764161;1;1;ssb;10.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;178134433000;170739947000;0;0;10;42000000;178176433000;99.976;98.981
1402547597762;1;1;ssb;1.0;1;ALL#SCHEDULERS;10797000;9762000;0;0;0;0;10797000;100.0;1.039
1402547597762;1;1;ssb;1.0;1;ALL#worker#0;27247001000;26586534000;0;0;2;2000000;27249001000;99.993;100.427
1402547597762;1;1;ssb;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#LINEORDER;8450000;8284000;0;0;0;0;8450000;100.0;1.031
1402547597762;1;1;ssb;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;27246911000;26586469000;0;0;2;2000000;27248911000;99.993;100.427
1402552433298;1;1;ssb;1.0;1;ALL#SCHEDULERS;15007000;9519000;0;0;0;0;15007000;100.0;1.054
1402552433298;1;1;ssb;1.0;1;ALL#worker#0;27508004000;26783364000;0;0;10;26000000;27534004000;99.906;100.099
1402552433298;1;1;ssb;1.0;1;All#PausedThread;28673000;15138000;4;0;10;1209000000;1237673000;2.317;1.103
1402552433298;1;1;ssb;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#CUSTOMER;106000;60000;0;0;0;0;106000;99.999;1.0
1402552433298;1;1;ssb;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#DATE;120000;66000;0;0;0;0;120000;99.999;1.0
1402552433298;1;1;ssb;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#LINEORDER;11071000;7553000;0;0;0;0;11071000;100.0;1.04
1402552433298;1;1;ssb;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#PART;110000;68000;0;0;0;0;110000;99.999;1.0
1402552433298;1;1;ssb;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#SUPPLIER;117000;59000;0;0;0;0;117000;99.999;1.0
1402552433298;1;1;ssb;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;27507974000;26783339000;0;0;10;26000000;27533974000;99.906;100.099
1402552831552;1;1;ssb;10.0;1;ALL#SCHEDULERS;9231000;8289000;0;0;0;0;9231000;100.0;1.006
1402552831552;1;1;ssb;10.0;1;ALL#worker#0;153627281000;149519672000;0;0;10;32000000;153659281000;99.979;100.22
1402552831552;1;1;ssb;10.0;1;All#PausedThread;28578000;14889000;4;0;10;4307000000;4335578000;0.659;1.018
1402552831552;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#CUSTOMER;114000;54000;0;0;0;0;114000;99.999;1.0
1402552831552;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#DATE;106000;53000;0;0;0;0;106000;99.999;1.0
1402552831552;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#LINEORDER;6634000;6617000;0;0;0;0;6634000;100.0;1.004
1402552831552;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#PART;105000;51000;0;0;0;0;105000;99.999;1.0
1402552831552;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#SUPPLIER;94000;51000;0;0;0;0;94000;99.999;1.0
1402552831552;1;1;ssb;10.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;153627246000;149519644000;0;0;10;32000000;153659246000;99.979;100.22
1402553754854;1;1;ssb;10.0;1;ALL#SCHEDULERS;11742000;9056000;0;0;0;0;11742000;100.0;1.007
1402553754854;1;1;ssb;10.0;1;ALL#worker#0;169368453000;163566253000;0;0;10;32000000;169400453000;99.981;99.228
1402553754854;1;1;ssb;10.0;1;All#PausedThread;20347000;13579000;4;0;10;4469000000;4489347000;0.453;1.012
1402553754854;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#CUSTOMER;160000;91000;0;0;0;0;160000;99.999;1.0
1402553754854;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#DATE;118000;48000;0;0;0;0;118000;99.999;1.0
1402553754854;1;1;ssb;10.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#LINEORDER;9003000;7313000;0;0;0;0;9003000;100.0;1.005
